Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
timeanddate.com,299.697160720825,35.0713729858398,91,17.5356864929199,1817,496,65639,Croatia,0,459,1056096,Other
webmd.com,452.463626861572,35.3231430053711,83,17.6615715026855,1983,929,416815,Croatia,34,194,50481,Health and Medical Websites
thesaurus.com,154.58869934082,34.682035446167,47,17.3410177230835,2698,685,204053,Croatia,35,2421,4439176,Other
whatsapp.com,107.368230819702,35.560131072998,455,17.780065536499,2145,1276,279533,Croatia,177,1956,4696365,Other
rottentomatoes.com,134.403944015503,34.529447555542,81,17.264723777771,2533,1087,395890,Croatia,35,433,375051,Entertainment Websites
bbc.com,99.5748043060303,34.9419116973877,54,17.4709558486938,2591,1734,215882,Croatia,34,201,44355,News Websites
bestbuy.com,126.612424850464,35.3860855102539,398,17.693042755127,1113,943,6928,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,95.5801010131836,35.5224609375,695,17.76123046875,2210,1260,187620,Croatia,36,382,191643,Health and Medical Websites
netflix.com,243.269920349121,37.5626087188721,654,18.781304359436,3894,2631,358694,Croatia,35,4373,23226985,Entertainment Websites
indeed.com,78.7270069122314,34.6996784210205,211,17.3498392105103,3446,1197,219491,Croatia,184,5085,8296911,Other
thefreedictionary.com,627.082586288452,36.2775325775146,239,18.1387662887573,3533,1482,1422629,Croatia,0,1461,4489821,Educational Websites
xvideos.com,199.404239654541,36.5955829620361,133,18.2977914810181,1517,1036,130383,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
livescore.com,126.303911209106,34.7247123718262,59,17.3623561859131,1502,676,250847,Croatia,40,1331,2400270,Other
ebay.com,390.540361404419,60.1973533630371,366,30.0986766815186,2165,1235,313539,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,116.195678710938,34.7604751586914,229,17.3802375793457,12922,976,673897,Croatia,69,1244,4071792,Other
ytmp3.cc,920.686960220337,35.0925922393799,399,17.5462961196899,5082,4013,164972,Croatia,0,2105,7473630,Other
nih.gov,502.117872238159,35.4924201965332,568,17.7462100982666,2503,1518,81225,Croatia,71,2547,6299473,Health and Medical Websites
tiktok.com,105.428457260132,73.3695030212402,1712,36.6847515106201,3179,2662,559806,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
steampowered.com,147.828102111816,34.5373153686523,59,17.2686576843262,1567,1446,524573,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,102.775096893311,35.2661609649658,6390,17.6330804824829,6558,6551,147,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,619.722127914429,34.5821380615234,45,17.2910690307617,857,624,236314,Croatia,39,202,52858,Health and Medical Websites
blog.google,125.46443939209,36.8845462799072,227,18.4422731399536,3555,1331,311294,Croatia,357,14594,20510259,Other
cnbc.com,380.075216293335,34.3122482299805,152,17.1561241149902,1043,491,2314847,Croatia,0,280,353159,News Websites
roblox.com,339.761018753052,35.1817607879639,409,17.5908803939819,2193,1591,95598,Croatia,65,342,187846,Gaming Websites
flashscore.com,125.63967704773,34.7874164581299,67,17.3937082290649,1094,859,298162,Croatia,0,293,292506,Other
adobe.com,108.765602111816,35.5329513549805,60,17.7664756774902,1948,876,318076,Croatia,34,274,189462,Other
speedtest.net,150.554895401001,35.3639125823975,170,17.6819562911987,2038,689,153384,Croatia,0,536,1510139,Other
ssyoutube.com,74.5561122894287,36.0996723175049,117,18.0498361587524,1385,749,30024,Croatia,107,1765,4641151,Other
unsplash.com,160.963535308838,34.7657203674316,64,17.3828601837158,3152,987,378384,Croatia,36,1362,4364374,Other
vocabulary.com,80.0371170043945,34.2986583709717,483,17.1493291854858,2163,1670,44538,Croatia,0,343,1494726,Other
mcdonalds.com,299.875736236572,34.6024036407471,61,17.3012018203735,1904,1269,265424,Croatia,34,996,3476050,Other
deepl.com,203.149318695068,34.2080593109131,160,17.1040296554565,1506,1176,227942,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
forbes.com,137.502908706665,35.1691246032715,59,17.5845623016357,1402,753,597350,Croatia,69,358,61995,Financial Websites
booking.com,94.6338176727295,36.1096858978271,376,18.0548429489136,1434,1276,561045,Croatia,0,285,305220,Other
xhamster.com,74.8002529144287,34.8079204559326,422,17.4039602279663,3346,1695,333913,Croatia,0,572,1510139,Other
xe.com,94.820499420166,34.0492725372314,59,17.0246362686157,1461,1008,458091,Croatia,72,990,1895334,Other
coinmarketcap.com,94.0873622894287,34.8505973815918,58,17.4252986907959,1431,964,274607,Croatia,73,647,1398458,Financial Websites
spanishdict.com,285.664081573486,34.8379611968994,503,17.4189805984497,2215,1037,218748,Croatia,35,2195,3029498,Other
goodhousekeeping.com,96.5824127197266,34.8420143127441,54,17.4210071563721,1120,549,421090,Croatia,90,910,1589929,Other
dominos.com,94.710111618042,35.7880592346191,259,17.8940296173096,12113,443,45232,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
twitch.tv,90.0495052337647,34.597635269165,0,17.2988176345825,2647,964,210630,Croatia,34,171,34498,Entertainment Websites
pexels.com,74.8822689056397,35.102367401123,61,17.5511837005615,1802,684,260664,Croatia,105,2025,5322170,Other
poki.com,73.0655193328857,34.3301296234131,87,17.1650648117065,1197,400,276347,Croatia,36,354,159140,Gaming Websites
github.com,115.975856781006,34.6379280090332,63,17.3189640045166,1004,865,234633,Croatia,35,208,70279,Other
hotels.com,137.531995773315,35.2606773376465,388,17.6303386688232,12284,2171,930521,Croatia,38,178,27693,Other
globo.com,614.107370376587,38.3927822113037,374,19.1963911056519,,4727,1036110,Croatia,34,2742,10584854,Other
wellsfargo.com,140.729665756226,36.0426902770996,45,18.0213451385498,2533,1907,131991,Croatia,0,658,2369161,Other
expedia.com,132.86018371582,35.1300239562988,564,17.5650119781494,21077,1798,1377238,Croatia,48,7001,11503639,Other
realtor.com,699.660539627075,60.460090637207,345,30.2300453186035,,937,953493,Croatia,36,64107,58102022,Other
crazygames.com,76.9600868225098,34.6488952636719,51,17.3244476318359,2013,651,596857,Croatia,35,8752,8845315,Gaming Websites
digitaltrends.com,94.125509262085,36.9527339935303,44,18.4763669967651,13663,724,646489,Croatia,38,3343,7395626,Other
nba.com,445.017337799072,34.7425937652588,654,17.3712968826294,6840,1428,503968,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
nintendo.com,661.885023117065,35.5877876281738,48,17.7938938140869,1501,972,767294,Croatia,38,508,417540,Gaming Websites
akc.org,159.722089767456,35.2983474731445,51,17.6491737365723,16234,454,601204,Croatia,106,28621,48684340,Other
decathlon.com,119.090795516968,34.3079566955566,56,17.1539783477783,,1156,1198105,Croatia,35,6533,14395210,Other
stackoverflow.com,149.437427520752,34.3446731567383,149,17.1723365783691,1003,803,175990,Croatia,140,1039,1655987,Other
calculator.net,424.592733383179,40.3831005096436,147,20.1915502548218,981,719,11466,Croatia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
grubhub.com,104.716539382935,34.9278450012207,46,17.4639225006104,903,281,2701,Croatia,34,216,78105,Other
facebook.com,256.373405456543,73.8067626953125,271,36.9033813476562,2973,2103,132835,Cyprus,70,2763,11845354,Social Media Sites
amazon.com,613.361358642578,71.0225105285645,232,35.5112552642822,2867,1414,7027,Cyprus,69,575,158204,E-commerce Platforms
imdb.com,605.466365814209,70.0080394744873,1224,35.0040197372437,4824,2932,697490,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
merriam-webster.com,261.681318283081,70.263147354126,150,35.131573677063,5425,926,260859,Cyprus,69,3090,5166953,Educational Websites
pinterest.com,259.626865386963,70.3635215759277,335,35.1817607879639,1643,1638,261136,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,300.54783821106,70.1406002044678,1015,35.0703001022339,4532,4334,111697,Cyprus,0,483,305220,Other
dictionary.com,391.936302185059,70.6613063812256,133,35.3306531906128,3190,1478,206716,Cyprus,272,2549,2878577,Educational Websites
yahoo.com,540.440559387207,70.8243846893311,167,35.4121923446655,3372,3178,44444,Cyprus,69,596,197580,Other
cambridge.org,229.073286056519,71.0854530334473,232,35.5427265167236,3191,1872,286060,Cyprus,0,780,586586,Educational Websites
britannica.com,603.467464447022,70.5807209014893,316,35.2903604507446,7229,1322,153640,Cyprus,69,6872,9545282,Educational Websites
weather.com,240.851640701294,90.1737213134766,6403,45.0868606567383,11170,7375,928692,Cyprus,137,1486,1058410,Other
walmart.com,239.296197891235,71.012020111084,149,35.506010055542,3977,351,183515,Cyprus,282,4260,7556157,E-commerce Platforms
espn.com,260.358810424805,69.8924064636231,344,34.9462032318115,8606,3584,1727150,Cyprus,0,2451,7310249,Other
linkedin.com,352.035999298096,70.5616474151611,234,35.2808237075806,682,682,805,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
espncricinfo.com,1175.93955993652,70.7516670227051,120,35.3758335113525,3896,2939,568725,Cyprus,144,1547,1436528,Other
xnxx.com,418.737649917603,82.6883316040039,212,41.344165802002,3581,1964,203877,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,288.467407226562,70.2016353607178,126,35.1008176803589,4208,1748,78583,Cyprus,0,731,1510139,Other
mayoclinic.org,682.88779258728,70.2540874481201,331,35.1270437240601,5867,1865,557844,Cyprus,157,3421,9805614,Health and Medical Websites
cricbuzz.com,470.412015914917,70.1024532318115,139,35.0512266159058,16502,497,146469,Cyprus,635,14934,25463789,Other
timeanddate.com,410.954475402832,70.7879066467285,148,35.3939533233643,2000,966,65607,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
webmd.com,613.747358322144,70.3961849212647,333,35.1980924606323,2573,1443,292153,Cyprus,350,2432,409682,Health and Medical Websites
thesaurus.com,395.625352859497,70.0719356536865,127,35.0359678268433,3003,1396,204043,Cyprus,216,2899,4388716,Other
whatsapp.com,260.671377182007,69.8227882385254,601,34.9113941192627,2973,1930,279531,Cyprus,139,1783,3129139,Other
rottentomatoes.com,456.74991607666,69.746732711792,142,34.873366355896,4835,1584,530551,Cyprus,0,526,305220,Entertainment Websites
bbc.com,284.228801727295,68.8483715057373,133,34.4241857528687,3997,2599,216355,Cyprus,75,430,44355,News Websites
bestbuy.com,264.171361923218,69.7345733642578,346,34.8672866821289,1343,1112,6928,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
healthline.com,295.458316802979,70.6610679626465,443,35.3305339813232,11535,1542,358692,Cyprus,449,13676,16245871,Health and Medical Websites
netflix.com,552.975177764893,72.7024078369141,721,36.351203918457,5030,3814,482238,Cyprus,86,1288,4588381,Entertainment Websites
thefreedictionary.com,480.217218399048,69.8192119598389,171,34.9096059799194,3993,958,1423399,Cyprus,359,3565,2936923,Educational Websites
xvideos.com,397.82977104187,89.9341106414795,210,44.9670553207397,3188,1924,133924,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,221.12774848938,70.2266693115234,1395,35.1133346557617,5256,3467,79745,Cyprus,70,2594,6425693,Entertainment Websites
livescore.com,224.79248046875,70.875883102417,111,35.4379415512085,2602,1138,250846,Cyprus,142,1838,2398347,Other
ebay.com,535.505771636963,69.1180229187012,410,34.5590114593506,3563,1943,313916,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,267.924070358276,69.8328018188477,325,34.9164009094238,4376,1972,673567,Cyprus,77,2388,6133569,Other
ytmp3.cc,1296.94795608521,70.1241493225098,451,35.0620746612549,4880,3081,164972,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
nih.gov,613.443613052368,70.0533390045166,245,35.0266695022583,3209,1933,81225,Cyprus,142,5035,6342994,Health and Medical Websites
tiktok.com,220.228672027588,90.1312828063965,1782,45.0656414031982,4335,3379,549376,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
steampowered.com,232.324600219727,69.8621273040772,107,34.9310636520386,3585,1914,506105,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,254.942178726196,71.7658996582031,6191,35.8829498291016,6514,6506,147,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,803.865671157837,72.7534294128418,139,36.3767147064209,1675,1128,236314,Cyprus,71,451,52858,Health and Medical Websites
blog.google,235.996007919312,69.993257522583,284,34.9966287612915,3500,1651,311294,Cyprus,514,9618,13164534,Other
cnbc.com,523.356676101685,71.1004734039307,218,35.5502367019653,2013,796,2315203,Cyprus,0,1507,1695410,News Websites
indiatimes.com,270.47848701477,72.0136165618897,119,36.0068082809448,11725,763,1094166,Cyprus,289,17797,30449424,Other
flashscore.com,222.430229187012,71.0971355438232,125,35.5485677719116,11069,10899,299359,Cyprus,0,1468,1084016,Other
adobe.com,870.089054107666,70.0452327728272,86,35.0226163864136,2845,1659,318079,Cyprus,71,1058,494682,Other
speedtest.net,382.050275802612,70.7144737243652,236,35.3572368621826,3291,1442,153761,Cyprus,69,1908,3190791,Other
unsplash.com,389.147758483887,70.8739757537842,126,35.4369878768921,3997,1680,377609,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
vocabulary.com,150.163173675537,70.5180168151856,641,35.2590084075928,3374,2394,45283,Cyprus,0,681,1494726,Other
mcdonalds.com,409.358263015747,70.2192783355713,142,35.1096391677856,2813,1746,265474,Cyprus,71,1580,3476050,Other
deepl.com,346.15421295166,79.5607566833496,264,39.7803783416748,2327,1787,228039,Cyprus,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,366.308450698853,70.7697868347168,126,35.3848934173584,1888,905,14423,Cyprus,75,772,963852,Financial Websites
forbes.com,394.238948822021,70.9826946258545,125,35.4913473129272,2975,1527,595878,Cyprus,70,376,15160,Financial Websites
booking.com,254.271030426025,69.9522495269775,375,34.9761247634888,2697,2093,664225,Cyprus,70,771,308781,Other
xhamster.com,154.953002929688,70.3768730163574,397,35.1884365081787,4311,2330,319261,Cyprus,0,2315,4499591,Other
xe.com,291.079759597778,69.5240497589111,167,34.7620248794556,2736,1912,433703,Cyprus,79,1207,1602828,Other
coinmarketcap.com,254.915714263916,69.7932243347168,148,34.8966121673584,2682,1738,274501,Cyprus,140,1125,361430,Financial Websites
spanishdict.com,418.065786361694,72.3772048950195,251,36.1886024475098,2758,649,267058,Cyprus,0,2274,2684579,Other
goodhousekeeping.com,259.442090988159,70.8825588226318,130,35.4412794113159,1773,938,421635,Cyprus,147,1727,1898710,Other
