,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
144,145,152,indiatimes.com,634.459972381592,295.078277587891,248.0,147.539138793945,18208.0,2204.0,1096076.0,103.50.33.167,Buenos Aires,Argentina,981,69680,53036482,Other
145,146,153,roblox.com,797.071695327759,241.220951080322,488.0,120.610475540161,7752.0,4881.0,101828.0,103.50.33.167,Buenos Aires,Argentina,480,3870,480352,Gaming Websites
146,147,154,flashscore.com,494.898319244385,246.20795249939,284.0,123.103976249695,4370.0,3004.0,299340.0,103.50.33.167,Buenos Aires,Argentina,723,7321,1376455,Other
147,148,155,thepiratebay.org,502.409934997559,253.405332565308,1469.0,126.702666282654,7170.0,4129.0,4967.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
148,149,156,adobe.com,,,,,,,,103.50.33.167,Buenos Aires,Argentina,,,,Other
149,150,157,speedtest.net,744.812726974487,262.297868728638,981.0,131.148934364319,29429.0,3112.0,164587.0,103.50.33.167,Buenos Aires,Argentina,483,73304,27772224,Other
150,151,158,ssyoutube.com,491.897821426392,240.617513656616,503.0,120.308756828308,6217.0,3561.0,30024.0,103.50.33.167,Buenos Aires,Argentina,483,7921,4641151,Other
151,152,159,unsplash.com,861.526012420654,251.956462860107,250.0,125.978231430054,7875.0,3554.0,387086.0,103.50.33.167,Buenos Aires,Argentina,241,9185,4970933,Other
152,153,160,lowes.com,,,,,,,,103.50.33.167,Buenos Aires,Argentina,,,,Other
153,154,161,vocabulary.com,494.960784912109,243.575572967529,860.0,121.787786483765,8021.0,4680.0,44883.0,103.50.33.167,Buenos Aires,Argentina,241,7681,4792097,Other
154,155,162,mcdonalds.com,789.885997772217,241.236686706543,273.0,120.618343353271,6294.0,3744.0,265411.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
155,156,163,deepl.com,1015.16032218933,253.312826156616,786.0,126.656413078308,7010.0,5054.0,226148.0,103.50.33.167,Buenos Aires,Argentina,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
156,157,165,bloomberg.com,772.959709167481,240.928888320923,250.0,120.464444160461,4683.0,2560.0,14423.0,103.50.33.167,Buenos Aires,Argentina,240,2427,963852,Financial Websites
157,158,166,forbes.com,865.649461746216,271.711111068726,249.0,135.855555534363,43405.0,3482.0,957385.0,103.50.33.167,Buenos Aires,Argentina,724,449941,46147188,Financial Websites
158,159,167,booking.com,1009.83929634094,301.979780197144,700.0,150.989890098572,9480.0,3720.0,706542.0,103.50.33.167,Buenos Aires,Argentina,969,7729,4691035,Other
159,160,168,xhamster.com,597.609996795654,265.736103057861,781.0,132.868051528931,10917.0,6733.0,340148.0,103.50.33.167,Buenos Aires,Argentina,240,7430,4792097,Other
160,161,169,xe.com,789.457559585571,241.836547851562,476.0,120.918273925781,5781.0,3738.0,512329.0,103.50.33.167,Buenos Aires,Argentina,493,9146,4884786,Other
161,162,171,coinmarketcap.com,491.858243942261,240.648984909058,337.0,120.324492454529,9830.0,3837.0,421890.0,103.50.33.167,Buenos Aires,Argentina,1654,17272,6432508,Financial Websites
162,163,172,spanishdict.com,1240.5526638031,240.28754234314,447.0,120.14377117157,9747.0,1227.0,249428.0,103.50.33.167,Buenos Aires,Argentina,486,10713,7924931,Other
163,164,173,goodhousekeeping.com,549.846649169922,241.356372833252,275.0,120.678186416626,4270.0,2445.0,428170.0,103.50.33.167,Buenos Aires,Argentina,240,3964,466772,Other
164,165,174,dominos.com,494.91024017334,240.620613098145,570.0,120.310306549072,4825.0,3321.0,136677.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
165,167,176,pexels.com,497.23744392395,241.748332977295,276.0,120.874166488647,7492.0,2823.0,263349.0,103.50.33.167,Buenos Aires,Argentina,1682,11622,1050659,Other
166,168,177,poki.com,487.247228622437,240.579843521118,283.0,120.289921760559,5119.0,1672.0,275207.0,103.50.33.167,Buenos Aires,Argentina,6507,44272,2409468,Gaming Websites
167,169,178,caranddriver.com,499.460935592651,245.925664901733,252.0,122.962832450867,4459.0,2588.0,458403.0,103.50.33.167,Buenos Aires,Argentina,240,3947,1671697,Other
168,170,179,github.com,560.916185379028,299.681663513184,284.0,149.840831756592,5495.0,4007.0,234506.0,103.50.33.167,Buenos Aires,Argentina,245,1502,70279,Other
169,171,180,hotels.com,548.638105392456,274.743556976318,1472.0,137.371778488159,24583.0,4893.0,1105792.0,103.50.33.167,Buenos Aires,Argentina,485,36372,28435450,Other
170,172,181,globo.com,560.52827835083,241.957426071167,272.0,120.978713035584,13569.0,4513.0,982110.0,103.50.33.167,Buenos Aires,Argentina,724,92201,32215823,Other
171,173,182,theguardian.com,539.287805557251,321.303129196167,465.0,160.651564598084,6376.0,1990.0,1297572.0,103.50.33.167,Buenos Aires,Argentina,10356,56241,2000074,News Websites
172,174,184,wellsfargo.com,575.494050979614,298.662900924683,305.0,149.331450462341,5463.0,3725.0,131205.0,103.50.33.167,Buenos Aires,Argentina,243,1670,113119,Other
173,175,185,expedia.com,543.999433517456,240.398168563843,899.0,120.199084281921,27133.0,5443.0,1399000.0,103.50.33.167,Buenos Aires,Argentina,497,60452,30946416,Other
174,176,186,realtor.com,1374.54652786255,240.87643623352,1372.0,120.43821811676,34964.0,3296.0,968554.0,103.50.33.167,Buenos Aires,Argentina,1191,1046017,104261546,Other
175,177,187,crazygames.com,495.715379714966,240.371465682983,256.0,120.185732841492,7887.0,3064.0,596860.0,103.50.33.167,Buenos Aires,Argentina,3393,39885,18214658,Gaming Websites
176,178,188,digitaltrends.com,548.676729202271,270.658493041992,273.0,135.329246520996,64978.0,3012.0,637862.0,103.50.33.167,Buenos Aires,Argentina,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
177,179,189,nba.com,908.198833465576,240.493774414062,757.0,120.246887207031,41719.0,3402.0,698551.0,103.50.33.167,Buenos Aires,Argentina,963,88748,24300276,Other
178,180,190,nintendo.com,1187.70742416382,243.090867996216,257.0,121.545433998108,9628.0,2968.0,868723.0,103.50.33.167,Buenos Aires,Argentina,482,6529,3350722,Gaming Websites
179,181,191,akc.org,738.783359527588,241.113662719727,256.0,120.556831359863,19940.0,2118.0,599943.0,103.50.33.167,Buenos Aires,Argentina,965,62161,52289855,Other
180,182,192,fast.com,792.439460754395,294.958829879761,246.0,147.47941493988,4026.0,3985.0,25627.0,103.50.33.167,Buenos Aires,Argentina,240,3141,4587843,Other
181,183,193,decathlon.com,499.323606491089,240.587472915649,249.0,120.293736457825,10754.0,5012.0,1197537.0,103.50.33.167,Buenos Aires,Argentina,484,17762,19036252,Other
182,184,195,stackoverflow.com,744.488477706909,240.806579589844,385.0,120.403289794922,4027.0,3647.0,175989.0,103.50.33.167,Buenos Aires,Argentina,7531,38607,1114778,Other
183,185,196,calculator.net,1278.00297737122,243.772506713867,401.0,121.886253356934,4175.0,2571.0,11466.0,103.50.33.167,Buenos Aires,Argentina,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
184,186,198,www2.hm.com,599.694728851318,242.084264755249,423.0,121.042132377625,7902.0,4955.0,732598.0,103.50.33.167,Buenos Aires,Argentina,727,5129,399883,Other
185,187,199,grubhub.com,498.923063278198,240.899801254272,421.0,120.449900627136,19751.0,3279.0,261267.0,103.50.33.167,Buenos Aires,Argentina,2417,43153,25080280,Other
186,188,200,google.com,589.219570159912,209.583759307861,426.0,104.791879653931,9239.0,3822.0,147941.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
187,189,201,facebook.com,515.32244682312,209.447860717773,519.0,104.723930358887,5335.0,4530.0,67370.0,103.107.196.228,Perth,Australia,210,2490,2369161,Social Media Sites
188,190,202,amazon.com,1363.49558830261,209.287166595459,1257.0,104.64358329773,5180.0,3924.0,291973.0,103.107.196.228,Perth,Australia,209,1687,158204,E-commerce Platforms
189,191,203,imdb.com,1359.64703559875,209.656000137329,2015.0,104.828000068665,18981.0,5270.0,947455.0,103.107.196.228,Perth,Australia,0,34769,2995089,Entertainment Websites
190,192,204,apple.com,505.375862121582,209.710359573364,431.0,104.855179786682,6053.0,2846.0,257217.0,103.107.196.228,Perth,Australia,209,1457,86533,Other
191,193,205,merriam-webster.com,432.497262954712,211.958169937134,333.0,105.979084968567,46626.0,2179.0,279612.0,103.107.196.228,Perth,Australia,630,97086,35498904,Educational Websites
192,194,206,pinterest.com,434.230327606201,209.621667861938,788.0,104.810833930969,4693.0,4687.0,260708.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
193,195,207,yelp.com,566.744327545166,213.157653808594,991.0,106.578826904297,3899.0,3895.0,108946.0,103.107.196.228,Perth,Australia,209,3575,1802645,Other
194,196,208,tripadvisor.com,,,,,,,,103.107.196.228,Perth,Australia,,,,Other
195,197,209,wiktionary.org,611.826896667481,208.822727203369,471.0,104.411363601685,1946.0,1746.0,61262.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
196,198,210,dictionary.com,643.648147583008,209.466934204102,211.0,104.733467102051,14563.0,2978.0,244254.0,103.107.196.228,Perth,Australia,629,59552,21374581,Educational Websites
197,199,211,yahoo.com,903.692722320557,242.835998535156,417.0,121.417999267578,21980.0,4376.0,994300.0,103.107.196.228,Perth,Australia,854,129093,46600345,Other
198,200,212,cambridge.org,650.634765625,210.118055343628,680.0,105.059027671814,6199.0,3722.0,285854.0,103.107.196.228,Perth,Australia,0,2432,586586,Educational Websites
199,201,213,britannica.com,1354.14004325867,209.49912071228,402.0,104.74956035614,55032.0,3007.0,261961.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
200,202,214,weather.com,512.543201446533,209.245920181274,281.0,104.622960090637,4518.0,2778.0,801451.0,103.107.196.228,Perth,Australia,420,4889,1408446,Other
202,204,216,walmart.com,855.267286300659,211.739778518677,760.0,105.869889259338,9826.0,977.0,178414.0,103.107.196.228,Perth,Australia,768,22702,10846171,E-commerce Platforms
203,205,217,espn.com,444.463014602661,218.30415725708,1047.0,109.15207862854,25284.0,5876.0,488526.0,103.107.196.228,Perth,Australia,419,42545,28557794,Other
204,206,218,linkedin.com,641.47162437439,211.12060546875,537.0,105.560302734375,3449.0,1441.0,131153.0,103.107.196.228,Perth,Australia,244,1365,58341,Social Media Sites
205,207,219,homedepot.com,506.577730178833,211.193799972534,488.0,105.596899986267,1520.0,1520.0,227.0,103.107.196.228,Perth,Australia,209,1439,74651,Other
206,208,220,espncricinfo.com,812.091827392578,209.218740463257,218.0,104.609370231628,18727.0,3939.0,515218.0,103.107.196.228,Perth,Australia,1057,89675,34129331,Other
207,209,221,craigslist.org,1370.04280090332,214.776515960693,407.0,107.388257980347,5972.0,3401.0,52025.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
208,210,222,xnxx.com,1328.41086387634,209.367275238037,483.0,104.683637619019,8537.0,4321.0,196331.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
209,211,223,gsmarena.com,831.522464752197,209.03468132019,414.0,104.517340660095,6017.0,4082.0,62980.0,103.107.196.228,Perth,Australia,0,1859,1510139,Other
210,212,224,mayoclinic.org,1392.11535453796,210.944652557373,753.0,105.472326278687,10453.0,3467.0,557843.0,103.107.196.228,Perth,Australia,845,20044,15753205,Health and Medical Websites
211,213,225,cricbuzz.com,745.054721832275,211.822032928467,221.0,105.911016464233,18473.0,1272.0,142773.0,103.107.196.228,Perth,Australia,1279,54287,29743052,Other
212,214,226,timeanddate.com,905.066967010498,209.463596343994,295.0,104.731798171997,25693.0,1972.0,69448.0,103.107.196.228,Perth,Australia,209,60108,9435770,Other
213,215,227,webmd.com,1379.9774646759,224.084138870239,1574.0,112.04206943512,39958.0,13028.0,307121.0,103.107.196.228,Perth,Australia,636,83130,16180079,Health and Medical Websites
214,216,228,thesaurus.com,661.682367324829,209.893465042114,211.0,104.946732521057,13925.0,3167.0,241877.0,103.107.196.228,Perth,Australia,653,44803,18112503,Other
215,217,229,whatsapp.com,516.708850860596,209.026336669922,897.0,104.513168334961,6704.0,4516.0,258882.0,103.107.196.228,Perth,Australia,459,4769,3129139,Other
216,218,230,rottentomatoes.com,521.209478378296,208.84895324707,256.0,104.424476623535,5069.0,2531.0,336922.0,103.107.196.228,Perth,Australia,418,4935,412227,Entertainment Websites
217,219,231,bbc.com,431.587696075439,208.574056625366,213.0,104.287028312683,8483.0,5401.0,222918.0,103.107.196.228,Perth,Australia,210,3402,155361,News Websites
218,220,232,bestbuy.com,502.210855484009,209.011554718018,578.0,104.505777359009,3550.0,2974.0,6921.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
219,221,233,healthline.com,793.400049209595,212.811231613159,1010.0,106.40561580658,18836.0,3121.0,354653.0,103.107.196.228,Perth,Australia,640,33732,18706373,Health and Medical Websites
220,222,234,netflix.com,811.361312866211,211.687326431274,716.0,105.843663215637,15198.0,6797.0,480760.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
221,223,235,indeed.com,506.649017333984,212.245464324951,428.0,106.122732162476,11657.0,5805.0,208480.0,103.107.196.228,Perth,Australia,422,17065,8325954,Other
222,224,236,thefreedictionary.com,852.673053741455,219.301700592041,563.0,109.650850296021,24489.0,3009.0,191998.0,103.107.196.228,Perth,Australia,836,79664,25015502,Educational Websites
223,225,237,xvideos.com,1430.61542510986,258.914947509766,479.0,129.457473754883,9827.0,4507.0,1298132.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
224,226,238,spotify.com,507.68780708313,209.463596343994,412.0,104.731798171997,75312.0,3692.0,192040.0,103.107.196.228,Perth,Australia,419,18934,14819678,Entertainment Websites
225,227,239,livescore.com,510.400772094727,222.181558609009,249.0,111.090779304504,9136.0,2669.0,266572.0,103.107.196.228,Perth,Australia,434,4589,2398347,Other
226,228,240,ebay.com,868.825912475586,208.83584022522,932.0,104.41792011261,8611.0,4879.0,406773.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
227,229,241,pornhub.com,527.698278427124,209.232091903687,690.0,104.616045951843,6756.0,3970.0,659524.0,103.107.196.228,Perth,Australia,419,3391,1526096,Other
228,230,242,ytmp3.cc,799.151182174683,209.770679473877,319.0,104.885339736938,8203.0,4729.0,164351.0,103.107.196.228,Perth,Australia,0,18898,12589059,Other
229,231,244,nih.gov,1359.87710952759,232.625484466553,533.0,116.312742233276,9282.0,3178.0,81225.0,103.107.196.228,Perth,Australia,1084,13545,6680606,Health and Medical Websites
230,232,245,tiktok.com,432.731151580811,209.396600723267,2131.0,104.698300361633,7573.0,5351.0,661848.0,103.107.196.228,Perth,Australia,418,14450,2041443,Other
231,233,246,steampowered.com,752.465724945068,209.437370300293,412.0,104.718685150146,7006.0,3803.0,517558.0,103.107.196.228,Perth,Australia,0,1910,1510139,Other
232,234,247,investopedia.com,500.852584838867,237.308502197266,6242.0,118.654251098633,6941.0,6934.0,147.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
233,235,248,cdc.gov,1547.09625244141,209.213733673096,254.0,104.606866836548,5584.0,2200.0,236811.0,103.107.196.228,Perth,Australia,418,2637,114120,Health and Medical Websites
234,236,249,nordstrom.com,440.891027450562,208.714485168457,648.0,104.357242584229,1877.0,1877.0,211018.0,103.107.196.228,Perth,Australia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
235,237,250,blog.google,592.72313117981,210.903406143188,614.0,105.451703071594,6443.0,3474.0,311339.0,103.107.196.228,Perth,Australia,2440,29828,17656024,Other
236,238,251,cnbc.com,1148.19097518921,210.350036621094,479.0,105.175018310547,4677.0,2275.0,2187774.0,103.107.196.228,Perth,Australia,0,652,47939,News Websites
237,239,252,indiatimes.com,536.575317382813,208.659172058105,256.0,104.329586029053,27441.0,1973.0,1096015.0,103.107.196.228,Perth,Australia,1055,55344,43445792,Other
238,240,253,roblox.com,798.869848251343,208.496570587158,546.0,104.248285293579,8168.0,7038.0,96953.0,103.107.196.228,Perth,Australia,211,1876,187846,Gaming Websites
239,241,254,flashscore.com,503.801345825195,226.483345031738,267.0,113.241672515869,4449.0,2614.0,299367.0,103.107.196.228,Perth,Australia,860,6222,1071302,Other
240,242,255,thepiratebay.org,502.196788787842,208.884000778198,943.0,104.442000389099,5538.0,3740.0,4967.0,103.107.196.228,Perth,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
241,243,256,adobe.com,428.136825561523,256.307601928711,374.0,128.153800964355,7289.0,3595.0,318043.0,103.107.196.228,Perth,Australia,430,4569,413933,Other
242,244,257,speedtest.net,654.390573501587,233.977794647217,739.0,116.988897323608,27561.0,2656.0,164330.0,103.107.196.228,Perth,Australia,423,60498,27896658,Other
243,245,258,ssyoutube.com,433.64429473877,209.222555160522,546.0,104.611277580261,5847.0,3450.0,30024.0,103.107.196.228,Perth,Australia,636,8178,4641151,Other
244,246,259,unsplash.com,663.994073867798,209.569931030273,266.0,104.784965515137,7625.0,3739.0,384065.0,103.107.196.228,Perth,Australia,222,4555,1802645,Other
245,247,260,lowes.com,,,,,,,,103.107.196.228,Perth,Australia,,,,Other
246,248,261,vocabulary.com,434.111833572388,209.388017654419,1267.0,104.694008827209,8103.0,5337.0,44883.0,103.107.196.228,Perth,Australia,210,11431,7781549,Other
247,249,262,mcdonalds.com,905.543088912964,210.864067077637,259.0,105.432033538818,13625.0,5872.0,123599.0,103.107.196.228,Perth,Australia,461,30321,26990080,Other
